=== Rodada 1 | s=1 | T=200 | 200 repl. ===

-- Rep 1 (seed_tec=1382, seed_ts=1744) --
Cliente  |   Caixa   |   TEC    |    TS    |  Chegada   |  Início Serv. |  Fim Serv.  |  T. Fila  |  T. Sistema  |  T. Ocioso 
---------+-----------+----------+----------+------------+---------------+-------------+-----------+--------------+------------
   1     |     1     |  9.0534  | 34.3526  |   9.0534   |     9.0534    |   43.4061   |   0.0000  |   34.3526    |    9.0534  
   2     |     1     |  0.4836  |  7.2924  |   9.5370   |    43.4061    |   50.6984   |  33.8690  |   41.1614    |    0.0000  
   3     |     1     |  2.8003  |  2.0321  |  12.3374   |    50.6984    |   52.7305   |  38.3611  |   40.3932    |    0.0000  
   4     |     1     |  0.3145  |  0.9698  |  12.6519   |    52.7305    |   53.7004   |  40.0786  |   41.0485    |    0.0000  
   5     |     1     |  2.5153  | 15.3898  |  15.1672   |    53.7004    |   69.0902   |  38.5332  |   53.9230    |    0.0000  
   6     |     1     |  1.0163  |  1.1619  |  16.1835   |    69.0902    |   70.2520   |  52.9066  |   54.0685    |    0.0000  
   7     |     1     |  8.3133  | 24.6659  |  24.4969   |    70.2520    |   94.9179   |  45.7552  |   70.4211    |    0.0000  
   8     |     1     |  3.3106  |  0.4944  |  27.8074   |    94.9179    |   95.4124   |  67.1105  |   67.6049    |    0.0000  
   9     |     1     |  0.4774  |  2.9346  |  28.2849   |    95.4124    |   98.3469   |  67.1275  |   70.0621    |    0.0000  
   10    |     1     |  0.5872  | 18.0754  |  28.8720   |    98.3469    |   116.4223  |  69.4749  |   87.5503    |    0.0000  
   11    |     1     |  0.0003  |  1.5136  |  28.8723   |    116.4223   |   117.9359  |  87.5500  |   89.0636    |    0.0000  
   12    |     1     |  0.3644  |  1.1866  |  29.2367   |    117.9359   |   119.1225  |  88.6992  |   89.8858    |    0.0000  
   13    |     1     |  1.8623  | 12.7342  |  31.0990   |    119.1225   |   131.8567  |  88.0235  |   100.7577   |    0.0000  
   14    |     1     |  0.5004  |  9.7999  |  31.5993   |    131.8567   |   141.6566  |  100.2574 |   110.0573   |    0.0000  
   15    |     1     |  0.2466  | 11.5145  |  31.8460   |    141.6566   |   153.1711  |  109.8106 |   121.3251   |    0.0000  
   16    |     1     |  6.1728  |  1.8138  |  38.0187   |    153.1711   |   154.9849  |  115.1524 |   116.9662   |    0.0000  
   17    |     1     |  1.2756  |  5.7967  |  39.2944   |    154.9849   |   160.7816  |  115.6906 |   121.4873   |    0.0000  
   18    |     1     |  0.8960  |  6.8334  |  40.1904   |    160.7816   |   167.6150  |  120.5912 |   127.4246   |    0.0000  
   19    |     1     |  0.2547  |  3.1219  |  40.4451   |    167.6150   |   170.7369  |  127.1699 |   130.2918   |    0.0000  
   20    |     1     |  1.9565  |  4.4569  |  42.4016   |    170.7369   |   175.1938  |  128.3353 |   132.7922   |    0.0000  
   21    |     1     |  0.0700  | 18.7857  |  42.4715   |    175.1938   |   193.9795  |  132.7222 |   151.5079   |    0.0000  
   22    |     1     |  4.2424  |  2.5001  |  46.7139   |    193.9795   |   196.4795  |  147.2656 |   149.7656   |    0.0000  
   23    |     1     |  0.0698  | 13.9316  |  46.7837   |    196.4795   |   210.4112  |  149.6959 |   163.6275   |    0.0000  
   24    |     1     |  0.2941  |  3.0706  |  47.0778   |    210.4112   |   213.4818  |  163.3334 |   166.4040   |    0.0000  
   25    |     1     |  1.8194  |  2.6831  |  48.8972   |    213.4818   |   216.1650  |  164.5846 |   167.2677   |    0.0000  
   26    |     1     |  3.0689  |  0.2951  |  51.9662   |    216.1650   |   216.4600  |  164.1988 |   164.4939   |    0.0000  
   27    |     1     |  4.6977  |  7.5994  |  56.6639   |    216.4600   |   224.0595  |  159.7962 |   167.3956   |    0.0000  
   28    |     1     |  0.6681  |  6.6653  |  57.3320   |    224.0595   |   230.7248  |  166.7275 |   173.3928   |    0.0000  
   29    |     1     |  0.1862  |  5.4993  |  57.5182   |    230.7248   |   236.2241  |  173.2066 |   178.7059   |    0.0000  
   30    |     1     |  6.1844  |  1.0555  |  63.7026   |    236.2241   |   237.2795  |  172.5215 |   173.5769   |    0.0000  
   31    |     1     |  5.5170  |  4.0929  |  69.2196   |    237.2795   |   241.3724  |  168.0600 |   172.1529   |    0.0000  
   32    |     1     |  2.0562  | 10.3751  |  71.2757   |    241.3724   |   251.7475  |  170.0967 |   180.4718   |    0.0000  
   33    |     1     |  0.6849  |  2.6501  |  71.9606   |    251.7475   |   254.3976  |  179.7869 |   182.4370   |    0.0000  
   34    |     1     |  1.0352  |  2.0071  |  72.9958   |    254.3976   |   256.4047  |  181.4018 |   183.4089   |    0.0000  
   35    |     1     |  2.6548  |  2.5528  |  75.6506   |    256.4047   |   258.9574  |  180.7541 |   183.3068   |    0.0000  
   36    |     1     |  0.9570  |  6.5589  |  76.6076   |    258.9574   |   265.5164  |  182.3498 |   188.9087   |    0.0000  
