=== Rodada 2 | s=4 | T=200 | 200 repl. ===

-- Rep 1 (seed_tec=91, seed_ts=1565) --
Cliente  |   Caixa   |   TEC    |    TS    |  Chegada   |  Início Serv. |  Fim Serv.  |  T. Fila  |  T. Sistema  |  T. Ocioso 
---------+-----------+----------+----------+------------+---------------+-------------+-----------+--------------+------------
   1     |     1     | 14.4943  | 35.2190  |  14.4943   |    14.4943    |   49.7133   |   0.0000  |   35.2190    |   14.4943  
   2     |     2     |  0.0610  |  1.2379  |  14.5553   |    14.5553    |   15.7933   |   0.0000  |    1.2379    |   14.5553  
   3     |     3     |  0.5487  |  5.1957  |  15.1040   |    15.1040    |   20.2997   |   0.0000  |    5.1957    |   15.1040  
   4     |     4     |  0.6099  |  1.9116  |  15.7139   |    15.7139    |   17.6255   |   0.0000  |    1.9116    |   15.7139  
   5     |     2     |  1.4604  |  1.9802  |  17.1743   |    17.1743    |   19.1545   |   0.0000  |    1.9802    |    1.3810  
   6     |     4     |  0.1553  |  3.1904  |  17.3296   |    17.6255    |   20.8159   |   0.2959  |    3.4863    |    0.0000  
   7     |     2     |  2.5384  |  3.7623  |  19.8680   |    19.8680    |   23.6302   |   0.0000  |    3.7623    |    0.7134  
   8     |     3     |  0.5054  |  6.8777  |  20.3734   |    20.3734    |   27.2511   |   0.0000  |    6.8777    |    0.0737  
   9     |     4     |  0.4067  | 18.5112  |  20.7801   |    20.8159    |   39.3270   |   0.0357  |   18.5469    |    0.0000  
   10    |     2     |  5.7275  |  1.8415  |  26.5077   |    26.5077    |   28.3492   |   0.0000  |    1.8415    |    2.8774  
   11    |     3     |  0.2136  | 13.6851  |  26.7213   |    27.2511    |   40.9362   |   0.5298  |   14.2149    |    0.0000  
   12    |     2     |  2.6418  |  0.9627  |  29.3631   |    29.3631    |   30.3258   |   0.0000  |    0.9627    |    1.0139  
   13    |     2     |  0.9630  |  6.1989  |  30.3262   |    30.3262    |   36.5251   |   0.0000  |    6.1989    |    0.0003  
   14    |     2     |  3.8474  | 18.0035  |  34.1736   |    36.5251    |   54.5286   |   2.3515  |   20.3550    |    0.0000  
   15    |     4     |  0.2900  |  3.2342  |  34.4636   |    39.3270    |   42.5613   |   4.8634  |    8.0976    |    0.0000  
   16    |     3     |  3.1919  |  0.1551  |  37.6555   |    40.9362    |   41.0913   |   3.2807  |    3.4357    |    0.0000  
   17    |     3     |  5.1914  |  8.4264  |  42.8469   |    42.8469    |   51.2733   |   0.0000  |    8.4264    |    1.7557  
   18    |     4     |  0.7118  | 24.3491  |  43.5587   |    43.5587    |   67.9078   |   0.0000  |   24.3491    |    0.9975  
   19    |     1     |  0.2312  | 24.7215  |  43.7900   |    49.7133    |   74.4348   |   5.9233  |   30.6448    |    0.0000  
   20    |     3     |  4.9864  |  3.9793  |  48.7764   |    51.2733    |   55.2526   |   2.4969  |    6.4762    |    0.0000  
   21    |     2     |  0.0176  |  8.0508  |  48.7940   |    54.5286    |   62.5794   |   5.7346  |   13.7854    |    0.0000  
   22    |     3     |  1.4011  |  1.7922  |  50.1951   |    55.2526    |   57.0448   |   5.0575  |    6.8497    |    0.0000  
   23    |     3     |  1.0321  |  2.3180  |  51.2272   |    57.0448    |   59.3628   |   5.8176  |    8.1356    |    0.0000  
   24    |     3     |  0.8018  | 16.1324  |  52.0290   |    59.3628    |   75.4952   |   7.3339  |   23.4662    |    0.0000  
   25    |     2     | 13.4726  | 11.0526  |  65.5016   |    65.5016    |   76.5541   |   0.0000  |   11.0526    |    2.9222  
   26    |     4     |  0.1015  |  3.5262  |  65.6031   |    67.9078    |   71.4340   |   2.3047  |    5.8309    |    0.0000  
   27    |     4     |  1.9950  |  0.6232  |  67.5980   |    71.4340    |   72.0572   |   3.8360  |    4.4592    |    0.0000  
   28    |     4     |  1.3600  |  7.6741  |  68.9580   |    72.0572    |   79.7313   |   3.0992  |   10.7733    |    0.0000  
   29    |     1     |  0.3111  | 25.9549  |  69.2691   |    74.4348    |   100.3897  |   5.1656  |   31.1205    |    0.0000  
   30    |     3     |  0.4255  |  8.1006  |  69.6947   |    75.4952    |   83.5959   |   5.8006  |   13.9012    |    0.0000  
   31    |     2     |  0.3506  |  3.4205  |  70.0453   |    76.5541    |   79.9746   |   6.5089  |    9.9293    |    0.0000  
   32    |     4     |  2.0432  |  1.3955  |  72.0885   |    79.7313    |   81.1268   |   7.6429  |    9.0383    |    0.0000  
   33    |     2     |  0.2484  |  2.4204  |  72.3368   |    79.9746    |   82.3950   |   7.6378  |   10.0582    |    0.0000  
   34    |     4     |  2.2834  | 10.1278  |  74.6202   |    81.1268    |   91.2546   |   6.5065  |   16.6344    |    0.0000  
   35    |     2     |  0.0334  |  0.2590  |  74.6536   |    82.3950    |   82.6539   |   7.7413  |    8.0003    |    0.0000  
   36    |     2     |  0.2801  |  3.0084  |  74.9337   |    82.6539    |   85.6624   |   7.7202  |   10.7286    |    0.0000  
   37    |     3     |  1.1239  | 20.2702  |  76.0576   |    83.5959    |   103.8661  |   7.5383  |   27.8085    |    0.0000  
   38    |     2     |  0.3646  |  1.9630  |  76.4222   |    85.6624    |   87.6254   |   9.2402  |   11.2032    |    0.0000  
   39    |     2     |  3.3813  |  0.2148  |  79.8034   |    87.6254    |   87.8402   |   7.8219  |    8.0367    |    0.0000  
   40    |     2     |  2.8063  |  2.2481  |  82.6098   |    87.8402    |   90.0883   |   5.2304  |    7.4785    |    0.0000  
   41    |     2     |  1.4657  |  3.8779  |  84.0755   |    90.0883    |   93.9662   |   6.0128  |    9.8907    |    0.0000  
   42    |     4     |  1.7731  |  2.9546  |  85.8486   |    91.2546    |   94.2092   |   5.4061  |    8.3607    |    0.0000  
   43    |     2     |  0.5434  |  0.2972  |  86.3919   |    93.9662    |   94.2634   |   7.5743  |    7.8715    |    0.0000  
   44    |     4     |  1.1762  | 50.2044  |  87.5681   |    94.2092    |   144.4137  |   6.6411  |   56.8455    |    0.0000  
   45    |     2     |  2.4883  |  3.7400  |  90.0564   |    94.2634    |   98.0034   |   4.2070  |    7.9470    |    0.0000  
   46    |     2     |  0.9742  |  2.2652  |  91.0306   |    98.0034    |   100.2686  |   6.9728  |    9.2380    |    0.0000  
   47    |     2     |  1.4731  |  5.4129  |  92.5037   |    100.2686   |   105.6815  |   7.7649  |   13.1779    |    0.0000  
   48    |     1     |  1.3532  |  4.5440  |  93.8568   |    100.3897   |   104.9337  |   6.5328  |   11.0768    |    0.0000  
