=== Rodada 2 | s=1 | T=200 | 200 repl. ===

-- Rep 1 (seed_tec=91, seed_ts=1565) --
Cliente  |   Caixa   |   TEC    |    TS    |  Chegada   |  Início Serv. |  Fim Serv.  |  T. Fila  |  T. Sistema  |  T. Ocioso 
---------+-----------+----------+----------+------------+---------------+-------------+-----------+--------------+------------
   1     |     1     | 14.4943  | 35.2190  |  14.4943   |    14.4943    |   49.7133   |   0.0000  |   35.2190    |   14.4943  
   2     |     1     |  0.0610  |  1.2379  |  14.5553   |    49.7133    |   50.9512   |  35.1579  |   36.3958    |    0.0000  
   3     |     1     |  0.5487  |  5.1957  |  15.1040   |    50.9512    |   56.1468   |  35.8472  |   41.0428    |    0.0000  
   4     |     1     |  0.6099  |  1.9116  |  15.7139   |    56.1468    |   58.0584   |  40.4329  |   42.3445    |    0.0000  
   5     |     1     |  1.4604  |  1.9802  |  17.1743   |    58.0584    |   60.0387   |  40.8841  |   42.8644    |    0.0000  
   6     |     1     |  0.1553  |  3.1904  |  17.3296   |    60.0387    |   63.2290   |  42.7091  |   45.8995    |    0.0000  
   7     |     1     |  2.5384  |  3.7623  |  19.8680   |    63.2290    |   66.9913   |  43.3611  |   47.1234    |    0.0000  
   8     |     1     |  0.5054  |  6.8777  |  20.3734   |    66.9913    |   73.8691   |  46.6179  |   53.4957    |    0.0000  
   9     |     1     |  0.4067  | 18.5112  |  20.7801   |    73.8691    |   92.3802   |  53.0889  |   71.6001    |    0.0000  
   10    |     1     |  5.7275  |  1.8415  |  26.5077   |    92.3802    |   94.2218   |  65.8726  |   67.7141    |    0.0000  
   11    |     1     |  0.2136  | 13.6851  |  26.7213   |    94.2218    |   107.9068  |  67.5005  |   81.1855    |    0.0000  
   12    |     1     |  2.6418  |  0.9627  |  29.3631   |    107.9068   |   108.8695  |  78.5437  |   79.5064    |    0.0000  
   13    |     1     |  0.9630  |  6.1989  |  30.3262   |    108.8695   |   115.0684  |  78.5434  |   84.7423    |    0.0000  
   14    |     1     |  3.8474  | 18.0035  |  34.1736   |    115.0684   |   133.0719  |  80.8948  |   98.8983    |    0.0000  
   15    |     1     |  0.2900  |  3.2342  |  34.4636   |    133.0719   |   136.3062  |  98.6083  |   101.8425   |    0.0000  
   16    |     1     |  3.1919  |  0.1551  |  37.6555   |    136.3062   |   136.4612  |  98.6506  |   98.8057    |    0.0000  
   17    |     1     |  5.1914  |  8.4264  |  42.8469   |    136.4612   |   144.8876  |  93.6143  |   102.0407   |    0.0000  
   18    |     1     |  0.7118  | 24.3491  |  43.5587   |    144.8876   |   169.2367  |  101.3289 |   125.6779   |    0.0000  
   19    |     1     |  0.2312  | 24.7215  |  43.7900   |    169.2367   |   193.9582  |  125.4467 |   150.1682   |    0.0000  
   20    |     1     |  4.9864  |  3.9793  |  48.7764   |    193.9582   |   197.9375  |  145.1818 |   149.1611   |    0.0000  
   21    |     1     |  0.0176  |  8.0508  |  48.7940   |    197.9375   |   205.9883  |  149.1434 |   157.1943   |    0.0000  
   22    |     1     |  1.4011  |  1.7922  |  50.1951   |    205.9883   |   207.7805  |  155.7932 |   157.5854   |    0.0000  
   23    |     1     |  1.0321  |  2.3180  |  51.2272   |    207.7805   |   210.0985  |  156.5533 |   158.8713   |    0.0000  
   24    |     1     |  0.8018  | 16.1324  |  52.0290   |    210.0985   |   226.2309  |  158.0696 |   174.2019   |    0.0000  
   25    |     1     | 13.4726  | 11.0526  |  65.5016   |    226.2309   |   237.2835  |  160.7293 |   171.7819   |    0.0000  
   26    |     1     |  0.1015  |  3.5262  |  65.6031   |    237.2835   |   240.8097  |  171.6804 |   175.2066   |    0.0000  
   27    |     1     |  1.9950  |  0.6232  |  67.5980   |    240.8097   |   241.4329  |  173.2116 |   173.8349   |    0.0000  
   28    |     1     |  1.3600  |  7.6741  |  68.9580   |    241.4329   |   249.1070  |  172.4749 |   180.1490   |    0.0000  
   29    |     1     |  0.3111  | 25.9549  |  69.2691   |    249.1070   |   275.0619  |  179.8379 |   205.7928   |    0.0000  
   30    |     1     |  0.4255  |  8.1006  |  69.6947   |    275.0619   |   283.1625  |  205.3672 |   213.4679   |    0.0000  
   31    |     1     |  0.3506  |  3.4205  |  70.0453   |    283.1625   |   286.5830  |  213.1173 |   216.5377   |    0.0000  
   32    |     1     |  2.0432  |  1.3955  |  72.0885   |    286.5830   |   287.9785  |  214.4945 |   215.8900   |    0.0000  
   33    |     1     |  0.2484  |  2.4204  |  72.3368   |    287.9785   |   290.3988  |  215.6417 |   218.0620   |    0.0000  
   34    |     1     |  2.2834  | 10.1278  |  74.6202   |    290.3988   |   300.5266  |  215.7786 |   225.9064   |    0.0000  
   35    |     1     |  0.0334  |  0.2590  |  74.6536   |    300.5266   |   300.7856  |  225.8730 |   226.1320   |    0.0000  
   36    |     1     |  0.2801  |  3.0084  |  74.9337   |    300.7856   |   303.7940  |  225.8519 |   228.8603   |    0.0000  
   37    |     1     |  1.1239  | 20.2702  |  76.0576   |    303.7940   |   324.0643  |  227.7365 |   248.0067   |    0.0000  
   38    |     1     |  0.3646  |  1.9630  |  76.4222   |    324.0643   |   326.0273  |  247.6421 |   249.6051   |    0.0000  
   39    |     1     |  3.3813  |  0.2148  |  79.8034   |    326.0273   |   326.2421  |  246.2238 |   246.4386   |    0.0000  
   40    |     1     |  2.8063  |  2.2481  |  82.6098   |    326.2421   |   328.4901  |  243.6323 |   245.8804   |    0.0000  
   41    |     1     |  1.4657  |  3.8779  |  84.0755   |    328.4901   |   332.3681  |  244.4147 |   248.2926   |    0.0000  
   42    |     1     |  1.7731  |  2.9546  |  85.8486   |    332.3681   |   335.3227  |  246.5195 |   249.4742   |    0.0000  
   43    |     1     |  0.5434  |  0.2972  |  86.3919   |    335.3227   |   335.6200  |  248.9308 |   249.2280   |    0.0000  
   44    |     1     |  1.1762  | 50.2044  |  87.5681   |    335.6200   |   385.8244  |  248.0518 |   298.2563   |    0.0000  
   45    |     1     |  2.4883  |  3.7400  |  90.0564   |    385.8244   |   389.5643  |  295.7680 |   299.5080   |    0.0000  
   46    |     1     |  0.9742  |  2.2652  |  91.0306   |    389.5643   |   391.8295  |  298.5338 |   300.7990   |    0.0000  
   47    |     1     |  1.4731  |  5.4129  |  92.5037   |    391.8295   |   397.2425  |  299.3259 |   304.7388   |    0.0000  
   48    |     1     |  1.3532  |  4.5440  |  93.8568   |    397.2425   |   401.7865  |  303.3856 |   307.9297   |    0.0000  
