=== Rodada 4 | s=4 | T=200 | 200 repl. ===

-- Rep 1 (seed_tec=1146, seed_ts=1069) --
Cliente  |   Caixa   |   TEC    |    TS    |  Chegada   |  Início Serv. |  Fim Serv.  |  T. Fila  |  T. Sistema  |  T. Ocioso 
---------+-----------+----------+----------+------------+---------------+-------------+-----------+--------------+------------
   1     |     1     |  9.4280  | 38.2683  |   9.4280   |     9.4280    |   47.6962   |   0.0000  |   38.2683    |    9.4280  
   2     |     2     |  0.5960  |  3.9034  |  10.0239   |    10.0239    |   13.9274   |   0.0000  |    3.9034    |   10.0239  
   3     |     3     |  0.1587  |  2.3863  |  10.1827   |    10.1827    |   12.5690   |   0.0000  |    2.3863    |   10.1827  
   4     |     4     |  0.9786  |  9.7124  |  11.1613   |    11.1613    |   20.8737   |   0.0000  |    9.7124    |   11.1613  
   5     |     3     |  1.1911  |  5.1066  |  12.3524   |    12.5690    |   17.6756   |   0.2166  |    5.3231    |    0.0000  
   6     |     2     |  0.1511  | 21.5804  |  12.5035   |    13.9274    |   35.5078   |   1.4239  |   23.0043    |    0.0000  
   7     |     3     |  0.1818  |  9.8839  |  12.6853   |    17.6756    |   27.5594   |   4.9903  |   14.8741    |    0.0000  
   8     |     4     |  0.0425  |  2.7808  |  12.7278   |    20.8737    |   23.6545   |   8.1459  |   10.9267    |    0.0000  
   9     |     4     |  1.4944  | 14.2771  |  14.2222   |    23.6545    |   37.9316   |   9.4323  |   23.7094    |    0.0000  
   10    |     3     |  3.6896  | 13.4258  |  17.9118   |    27.5594    |   40.9852   |   9.6476  |   23.0734    |    0.0000  
   11    |     2     |  1.4129  |  0.2956  |  19.3248   |    35.5078    |   35.8034   |  16.1830  |   16.4787    |    0.0000  
   12    |     2     |  2.7633  | 10.8974  |  22.0881   |    35.8034    |   46.7009   |  13.7154  |   24.6128    |    0.0000  
   13    |     4     |  2.5015  |  9.5798  |  24.5896   |    37.9316    |   47.5114   |  13.3420  |   22.9218    |    0.0000  
   14    |     3     |  0.9572  |  0.3467  |  25.5468   |    40.9852    |   41.3319   |  15.4383  |   15.7851    |    0.0000  
   15    |     3     |  2.6408  | 15.1510  |  28.1876   |    41.3319    |   56.4829   |  13.1443  |   28.2953    |    0.0000  
   16    |     2     |  6.6252  | 11.1062  |  34.8128   |    46.7009    |   57.8070   |  11.8881  |   22.9943    |    0.0000  
   17    |     4     |  3.9727  |  6.2350  |  38.7855   |    47.5114    |   53.7465   |   8.7259  |   14.9609    |    0.0000  
   18    |     1     |  0.3917  | 11.7797  |  39.1772   |    47.6962    |   59.4759   |   8.5190  |   20.2986    |    0.0000  
   19    |     4     |  1.8611  |  1.1019  |  41.0383   |    53.7465    |   54.8483   |  12.7081  |   13.8100    |    0.0000  
   20    |     4     |  1.0176  |  6.3111  |  42.0560   |    54.8483    |   61.1594   |  12.7923  |   19.1034    |    0.0000  
   21    |     3     |  1.6468  |  9.8341  |  43.7028   |    56.4829    |   66.3170   |  12.7801  |   22.6142    |    0.0000  
   22    |     2     |  6.3628  | 14.6592  |  50.0656   |    57.8070    |   72.4662   |   7.7415  |   22.4006    |    0.0000  
   23    |     1     |  0.0666  |  3.8757  |  50.1322   |    59.4759    |   63.3515   |   9.3437  |   13.2193    |    0.0000  
   24    |     4     |  2.5443  |  3.6127  |  52.6766   |    61.1594    |   64.7721   |   8.4828  |   12.0956    |    0.0000  
   25    |     1     |  0.6927  |  4.7478  |  53.3693   |    63.3515    |   68.0993   |   9.9823  |   14.7300    |    0.0000  
   26    |     4     |  0.3008  |  9.9900  |  53.6700   |    64.7721    |   74.7621   |  11.1021  |   21.0921    |    0.0000  
   27    |     3     |  1.8742  |  9.3574  |  55.5442   |    66.3170    |   75.6744   |  10.7728  |   20.1302    |    0.0000  
